"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-25","13.42",,"0.00","0.0","0.0",,"71","52","  180","  180","25.1","33.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-26","14.99",,"0.41","0.0","0.0",,"69","54","  310","  320","31.1","38.9","    1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-27","22.15",,"0.00","0.0","0.0",,"63","49","  320","  330","36.0","49.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-28","12.53",,"0.00","0.0","0.0",,"75","53","  190","  200","21.9","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-29","15.66",,"0.00","0.0","0.0",,"68","50","  190","  180","31.1","40.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-30","14.09",,"0.00","0.0","0.0",,"77","58","  330","  340","25.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-01","10.51",,"0.00","0.0","0.0",,"67","50","  110","  100","21.0","27.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-02","7.83",,"0.00","0.0","0.0",,"77","56","  180","  190","21.9","27.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-03","12.08",,"0.00","0.0","0.0",,"71","55","  190","  200","28.0","36.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-04","9.84",,"0.41","0.0","0.0",,"67","58","  180","  180","23.0","32.0","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-05","10.07",,"1.02","0.0","0.0",,"66","59","  110","  100","21.0","29.1","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-06","10.96",,"0.05","0.0","0.0",,"65","54","  140","  130","21.9","30.0","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-07","8.72",,"0.00","0.0","0.0",,"72","54","  190","  190","18.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-08","8.72",,"0.00","0.0","0.0",,"74","58","  190","  190","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-09","9.40",,"0.25","0.0","0.0",,"63","54","  300","  310","21.0","28.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-10","16.78",,"0.00","0.0","0.0",,"74","52","  330","  320","30.0","38.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-11","7.16",,"0.00","0.0","0.0",,"79","54","  340","  320","15.0","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-12","8.28",,"0.00","0.0","0.0",,"70","52","  120","  140","16.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-13","8.28",,"0.20","0.0","0.0",,"72","59","  150","  100","17.0","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-14","13.65",,"0.62","0.0","0.0",,"65","60","  100","  100","25.9","36.9","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-15","5.59",,"0.01","0.0","0.0",,"72","61","  140","  130","13.0","16.1","    1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-16","5.82",,"0.07","0.0","0.0",,"71","61","  150","  150","23.9","31.1","    1","    1","    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-17","11.41",,"0.00","0.0","0.0",,"82","61","  330","  320","31.1","38.9","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-18","19.69",,"0.00","0.0","0.0",,"78","63","  310","  320","30.0","40.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-19","19.91",,"0.00","0.0","0.0",,"74","53","  310","  310","31.1","40.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-20","11.18",,"0.00","0.0","0.0",,"69","50","  360","   10","21.9","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-21","14.09",,"0.13","0.0","0.0",,"58","50","  100","  110","23.0","30.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-22","12.53",,"0.87","0.0","0.0",,"55","49","   40","   40","23.0","30.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-23","7.16",,"0.05","0.0","0.0",,"67","48","  320","  320","18.1","25.9","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-24","15.21",,"0.00","0.0","0.0",,"68","51","  310","  300","25.9","38.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-25","13.87",,"0.00","0.0","0.0",,"70","54","  310","  300","21.9","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-26","9.62",,"0.00","0.0","0.0",,"73","54","  200","  210","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-27","9.40",,"0.00","0.0","0.0",,"73","54","  190","  190","19.9","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-28","7.38",,"0.15","0.0","0.0",,"66","55","  190","  180","17.0","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-29","8.72",,"0.12","0.0","0.0",,"70","57","   20","   20","16.1","19.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-30","8.28",,"0.06","0.0","0.0",,"72","58","  180","  180","16.1","19.9","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-31","18.34",,"0.42","0.0","0.0",,"73","55","  310","  320","32.0","45.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-01","14.99",,"0.00","0.0","0.0",,"70","52","  270","  250","23.9","35.1",,,,,,
