"date","borough","coords_cbd","ridership"
2025-01-31,"Manhattan",TRUE,NA
2025-01-31,"Queens",FALSE,NA
2025-02-01,"Bronx",FALSE,137913
2025-02-01,"Brooklyn",FALSE,NA
2025-02-01,"Brooklyn",TRUE,15546
2025-02-01,"Manhattan",FALSE,NA
2025-02-01,"Manhattan",TRUE,NA
2025-02-01,"Queens",FALSE,NA
2025-02-02,"Bronx",FALSE,101927
2025-02-02,"Brooklyn",FALSE,NA
2025-02-02,"Brooklyn",TRUE,11386
2025-02-02,"Manhattan",FALSE,NA
2025-02-02,"Manhattan",TRUE,NA
2025-02-02,"Queens",FALSE,NA
2025-02-03,"Bronx",FALSE,236218
2025-02-03,"Brooklyn",FALSE,NA
2025-02-03,"Brooklyn",TRUE,17151
2025-02-03,"Manhattan",FALSE,NA
2025-02-03,"Manhattan",TRUE,NA
2025-02-03,"Queens",FALSE,NA
2025-02-04,"Bronx",FALSE,254449
2025-02-04,"Brooklyn",FALSE,NA
2025-02-04,"Brooklyn",TRUE,NA
2025-02-04,"Manhattan",FALSE,NA
2025-02-04,"Manhattan",TRUE,NA
2025-02-04,"Queens",FALSE,NA
2025-02-05,"Bronx",FALSE,254854
2025-02-05,"Brooklyn",FALSE,NA
2025-02-05,"Brooklyn",TRUE,NA
2025-02-05,"Manhattan",FALSE,NA
2025-02-05,"Manhattan",TRUE,NA
2025-02-05,"Queens",FALSE,NA
2025-02-06,"Bronx",FALSE,237478
2025-02-06,"Brooklyn",FALSE,NA
2025-02-06,"Brooklyn",TRUE,18225
2025-02-06,"Manhattan",FALSE,NA
2025-02-06,"Manhattan",TRUE,NA
2025-02-06,"Queens",FALSE,NA
2025-02-07,"Bronx",FALSE,244864
2025-02-07,"Brooklyn",FALSE,NA
2025-02-07,"Brooklyn",TRUE,19128
2025-02-07,"Manhattan",FALSE,NA
2025-02-07,"Manhattan",TRUE,NA
2025-02-07,"Queens",FALSE,NA
2025-02-08,"Bronx",FALSE,139805
2025-02-08,"Brooklyn",FALSE,NA
2025-02-08,"Brooklyn",TRUE,15124
2025-02-08,"Manhattan",FALSE,NA
2025-02-08,"Manhattan",TRUE,NA
2025-02-08,"Queens",FALSE,NA
2025-02-09,"Bronx",FALSE,102670
2025-02-09,"Brooklyn",FALSE,NA
2025-02-09,"Brooklyn",TRUE,11231
2025-02-09,"Manhattan",FALSE,NA
2025-02-09,"Manhattan",TRUE,NA
2025-02-09,"Queens",FALSE,245777
2025-02-10,"Bronx",FALSE,242132
2025-02-10,"Brooklyn",FALSE,NA
2025-02-10,"Brooklyn",TRUE,18197
2025-02-10,"Manhattan",FALSE,NA
2025-02-10,"Manhattan",TRUE,NA
2025-02-10,"Queens",FALSE,NA
2025-02-11,"Bronx",FALSE,251873
2025-02-11,"Brooklyn",FALSE,NA
2025-02-11,"Brooklyn",TRUE,NA
2025-02-11,"Manhattan",FALSE,NA
2025-02-11,"Manhattan",TRUE,NA
2025-02-11,"Queens",FALSE,NA
2025-02-12,"Bronx",FALSE,237290
2025-02-12,"Brooklyn",FALSE,NA
2025-02-12,"Brooklyn",TRUE,18875
2025-02-12,"Manhattan",FALSE,NA
2025-02-12,"Manhattan",TRUE,NA
2025-02-12,"Queens",FALSE,NA
2025-02-13,"Bronx",FALSE,250055
2025-02-13,"Brooklyn",FALSE,NA
2025-02-13,"Brooklyn",TRUE,18990
2025-02-13,"Manhattan",FALSE,NA
2025-02-13,"Manhattan",TRUE,NA
2025-02-13,"Queens",FALSE,NA
2025-02-14,"Bronx",FALSE,241792
2025-02-14,"Brooklyn",FALSE,NA
